match_id,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10
2490330774,109,86,33,97,1,9,8,47,74,41
2490330168,92,30,71,44,97,89,85,81,109,111
2490329772,6,36,104,44,35,54,42,56,97,22
2490329739,99,19,84,6,57,107,74,35,97,42
2490329106,97,21,13,44,9,6,52,8,30,42
2490327600,22,1,75,14,28,35,109,97,70,93
2490327088,68,66,73,23,21,29,97,98,101,32
2490326802,54,51,88,18,7,75,103,97,110,73
2490326162,32,44,36,14,43,97,2,8,54,48
2490322401,25,97,21,104,1,74,9,28,58,67
2490322211,103,1,8,97,9,7,35,87,61,4
2490321236,74,10,96,70,98,73,97,2,56,68
2490319885,93,54,4,11,14,97,104,7,48,63
2490319471,97,26,93,2,74,18,25,7,11,14
2490319020,40,18,97,62,1,78,74,50,55,104
2490318864,28,18,42,7,97,26,8,21,63,5
2490318581,36,35,104,94,14,84,44,8,13,97
2490318534,71,41,25,21,26,73,112,16,97,8
2490318132,8,9,84,97,109,57,44,19,73,27
2490317613,60,55,8,17,2,97,12,87,71,35
2490317318,42,106,87,32,35,36,97,26,21,18
2490317189,48,21,4,98,62,14,97,1,31,53
2490317145,8,34,22,99,30,41,54,97,5,36
2490316874,71,104,21,32,73,14,97,76,12,62
2490316563,88,74,1,86,97,14,50,21,36,32
2490316551,32,14,2,6,97,104,44,62,21,50
2490316205,63,14,102,97,32,93,75,8,62,7
2490316034,29,97,99,2,5,102,44,21,95,22
2490315557,35,36,63,84,71,97,104,39,93,18
2490315256,52,2,73,54,34,29,107,14,102,97
2490314445,36,20,1,30,17,97,25,18,28,75
2490314318,60,14,41,104,75,8,32,5,74,97
2490314219,97,8,49,5,18,93,41,27,86,75
2490314103,76,26,42,53,63,21,97,86,65,59
2490313893,97,48,62,46,104,42,26,73,18,5
2490313806,14,11,89,41,12,33,98,74,7,97
2490311005,6,36,18,81,71,9,4,5,97,3
2490310884,22,73,70,35,20,29,62,71,14,97
2490309970,14,112,40,84,53,42,113,61,97,88
2490309730,8,93,31,73,42,97,16,14,107,33
2490309622,32,27,98,93,59,47,104,97,86,18
2490309448,97,63,1,26,53,104,28,74,36,8
2490308970,29,95,63,50,97,12,33,4,94,98
2490307701,97,18,21,28,48,36,69,20,82,73
2490307426,7,97,38,74,36,44,57,98,6,54
2490307366,94,2,107,30,56,35,97,26,18,16
2490306920,97,4,8,93,95,99,5,14,62,18
2490306642,35,55,53,47,18,9,97,1,2,91
2490305661,9,97,36,29,59,91,104,2,110,35
2490305315,49,2,57,42,75,59,31,32,97,67
2490304378,97,53,8,90,28,14,50,75,6,1
2490303595,80,14,16,111,44,97,9,6,93,96
2490303546,18,53,97,75,34,13,91,67,81,84
2490303079,94,42,53,19,98,4,59,73,97,111
2490302457,18,68,5,46,71,104,28,100,98,97
2490302414,111,46,99,5,18,29,74,8,97,39
2490301690,97,71,109,102,1,22,89,59,42,53
2490301578,97,102,54,87,35,6,2,104,50,7
2490301369,64,44,9,39,97,75,7,8,104,74
2490300904,102,42,25,1,85,2,44,112,21,97
2490300425,1,109,30,20,62,12,90,27,97,100
2490300225,71,70,74,97,59,93,17,2,39,57
2490300165,7,21,32,9,55,63,12,97,22,36
2490299794,54,14,110,18,49,47,44,97,23,36
2490299351,44,103,97,57,104,93,34,54,7,19
2490299342,54,21,14,64,18,93,34,103,97,59
2490299081,54,28,112,62,14,15,91,97,2,67
2490298203,71,95,18,1,85,97,20,2,94,87
2490297535,9,15,60,25,97,21,46,14,102,74
2490297225,45,21,39,105,33,97,32,16,71,28
2490297126,104,66,48,97,64,37,62,23,8,17
2490296629,13,23,97,101,38,10,88,14,35,109
2490296447,54,26,73,9,68,97,22,1,41,21
2490296445,44,29,17,41,97,9,18,42,2,49
2490295946,11,97,111,85,18,28,19,54,29,9
2490295814,10,11,22,97,54,14,57,44,25,110
2490294578,52,111,95,97,18,44,35,84,93,26
2490294340,53,8,56,97,16,7,101,85,69,44
2490293594,74,29,6,9,90,18,20,97,88,56
2490293524,70,62,43,22,97,3,61,54,35,44
2490293274,111,42,49,97,74,39,36,18,19,70
2490293273,44,41,5,97,37,1,30,47,35,73
2490293186,97,7,8,35,68,65,14,74,4,53
2490293132,56,21,67,8,105,54,97,38,57,68
2490292712,15,7,11,1,53,27,18,97,14,44
2490292667,97,33,105,86,93,46,54,67,6,109
2490292280,86,9,70,29,10,14,28,101,97,8
2490292270,76,97,104,84,67,25,26,28,95,44
2490292189,97,103,70,3,98,29,109,32,54,21
2490292165,32,97,21,16,99,109,5,44,73,42
2490291786,22,18,97,46,93,7,44,86,36,74
2490291618,42,73,67,21,20,41,44,110,97,12
2490291488,97,16,18,112,14,65,11,6,28,8
2490291058,8,97,17,23,62,25,9,28,54,110
2490290889,6,87,11,84,113,7,97,4,105,73
2490290867,104,1,25,4,74,97,18,6,106,17
2490290854,97,51,8,87,101,47,75,62,106,14
2490290550,97,44,99,29,55,59,6,8,57,112
2490290326,47,16,97,6,9,104,84,95,44,57
2490290030,70,86,30,14,51,97,26,74,18,50
2490289882,88,74,93,35,64,44,14,18,97,26
2490289752,51,10,31,21,25,109,43,103,97,6
2490289638,97,6,71,107,14,62,27,16,31,46
2490289041,28,109,97,104,98,50,32,23,95,84
2490288885,93,99,97,10,5,50,22,35,19,104
2490288629,49,97,93,73,28,42,51,1,39,63
2490288551,65,97,25,8,54,52,33,35,16,43
2490288526,106,97,29,67,50,75,93,6,95,2
2490287846,4,34,44,62,35,95,88,97,40,74
2490287773,32,21,4,14,93,68,1,85,97,98
2490287341,57,71,46,19,43,104,99,26,97,94
2490287256,54,26,14,101,36,49,75,2,97,85
2490287237,97,14,25,95,47,49,50,44,56,74
2490287143,30,109,14,44,97,54,70,81,8,23
2490287090,34,66,83,102,69,30,46,29,39,97
2490286956,97,100,72,93,73,23,27,36,16,22
2490286949,1,97,63,26,30,87,44,74,41,2
2490286854,86,9,97,93,70,50,41,20,11,38
2490286743,21,44,5,94,99,18,35,97,105,69
2490286664,104,59,48,74,10,47,70,97,14,93
2490286634,19,87,84,6,28,9,8,55,5,97
2490286353,74,97,45,26,93,101,75,70,34,18
2490285978,57,35,45,32,9,26,21,44,97,74
2490285911,36,19,47,22,70,64,41,54,44,97
2490285835,93,111,85,97,9,41,72,40,106,86
2490285751,104,97,7,42,62,18,90,1,6,2
2490285735,37,13,6,109,67,36,38,44,97,12
2490285535,75,73,8,41,74,32,2,21,97,99
2490285510,54,18,53,17,3,11,84,97,44,95
2490285108,47,30,97,70,73,35,6,93,16,86
2490284906,30,57,74,4,1,9,2,97,110,11
2490284860,63,67,74,72,35,6,84,97,39,96
2490284595,6,19,90,70,7,82,97,8,34,85
2490284101,70,109,45,36,95,97,17,60,59,87
2490283055,22,67,2,4,8,93,7,5,97,109
2490282897,51,34,3,38,15,9,27,8,41,97
2490282835,105,47,97,49,30,10,17,52,100,69
2490282717,57,10,9,41,72,56,62,74,20,97
2490282511,50,63,14,70,57,20,97,48,104,36
2490282463,97,9,48,68,54,98,73,29,87,8
2490282345,41,5,14,93,22,13,74,1,97,9
2490281817,14,99,44,97,57,22,28,2,86,6
2490281598,13,21,93,5,75,52,102,40,97,18
2490281559,97,14,23,25,93,35,36,63,22,18
2490281138,93,22,103,9,104,101,21,27,1,97
2490280727,104,93,51,11,97,35,70,67,2,21
2490280713,97,47,76,49,96,42,1,32,15,63
2490280708,97,54,7,74,26,104,1,86,55,9
2490280597,104,93,53,36,67,54,44,87,97,18
2490280143,109,65,57,67,26,97,73,52,93,56
2490279918,18,7,40,13,32,99,97,5,63,27
2490279771,22,62,19,17,71,32,97,39,109,86
2490279739,18,97,48,30,62,74,14,44,34,28
2490279590,26,14,97,42,93,1,99,2,25,70
2490279506,56,104,17,29,78,41,97,22,48,72
2490279367,97,86,44,19,18,8,5,98,10,71
2490279185,27,97,32,40,89,79,38,22,11,41
2490279003,100,84,79,104,39,61,97,76,74,18
2490278952,57,15,93,31,36,8,54,12,97,83
2490278823,21,104,9,97,14,31,73,32,11,25
2490278540,8,9,58,53,7,96,62,60,97,18
2490278500,37,104,23,28,34,55,97,100,56,10
2490278440,105,81,102,21,8,97,41,27,39,44
2490278373,71,54,25,2,32,57,9,62,48,97
2490278262,20,18,97,75,8,11,53,73,35,98
2490277957,98,97,10,32,19,34,62,11,35,54
2490277759,14,1,41,36,13,10,98,62,9,97
2490277673,53,10,98,14,37,36,97,18,93,30
2490277542,87,29,97,11,42,31,16,8,86,35
2490277484,5,98,97,2,6,74,21,18,35,88
2490277260,14,20,105,44,54,1,36,70,46,97
2490277129,100,93,59,42,52,32,48,70,97,13
2490277001,44,32,28,93,97,17,12,53,2,26
2490276865,4,44,2,22,32,8,39,35,97,59
2490276773,36,40,39,97,100,7,11,26,21,56
2490275886,69,53,27,47,97,20,18,75,68,105
2490275861,8,57,69,74,97,88,34,18,21,3
2490275788,54,9,97,73,22,6,74,67,99,104
2490275685,105,106,107,42,10,18,63,7,47,97
2490275580,93,57,54,44,26,9,42,97,30,5
2490275161,54,11,18,97,26,13,104,25,28,8
2490274862,23,97,18,94,57,87,14,22,67,8
2490274816,30,93,70,97,49,2,18,88,11,9
2490274772,74,5,21,104,12,97,26,62,42,17
2490274531,97,87,106,6,102,16,18,20,21,23
2490274440,13,102,62,22,74,73,45,104,56,97
2490274255,58,56,98,100,97,51,23,57,21,39
2490274031,4,97,42,101,14,85,1,104,9,76
2490273981,35,55,13,41,100,44,97,60,56,86
2490273912,71,54,2,44,6,36,70,97,8,4
2490273729,45,50,9,73,28,97,48,68,2,44
2490273676,73,32,97,72,17,60,14,8,81,34
2490273608,21,22,58,93,98,17,110,106,53,97
2490273478,9,70,18,33,55,14,62,97,12,21
2490273296,97,85,56,32,109,110,57,54,96,49
2490273250,93,14,99,17,9,97,38,54,13,35
2490272750,97,12,26,11,21,56,14,98,4,3
2490272414,11,53,8,105,19,72,44,97,37,23
2490272209,30,97,53,57,47,37,23,93,3,20
2490271909,60,40,11,18,2,97,30,89,7,32
2490271652,74,62,98,8,26,21,28,39,44,97
2490271576,96,36,97,2,44,42,93,29,30,26
2490271319,21,83,54,2,53,5,97,56,99,4
2490271246,74,97,42,13,111,14,63,41,21,19
2490271214,50,2,59,102,67,97,93,85,4,36
2490271174,56,28,97,93,86,32,79,47,71,26
2490271014,14,28,97,102,21,98,22,70,9,44
2490270817,59,5,14,97,44,32,104,8,50,84
2490270777,6,50,98,44,70,22,109,21,97,2
2490270702,14,44,11,8,87,18,93,9,97,30
2490270444,73,54,14,21,18,2,102,75,93,97
2490270433,12,86,40,88,54,6,18,44,68,97
2490270431,97,25,51,100,54,34,18,98,68,56
2490269988,110,104,94,14,60,32,74,8,97,79
2490269836,7,14,32,21,2,97,99,6,52,8
2490269828,98,50,1,14,74,18,93,9,17,97
2490269747,110,93,5,98,17,54,19,97,11,18
2490269536,63,7,94,41,32,14,97,18,64,35
2490269456,54,88,41,34,7,97,62,93,18,2
2490269170,40,84,14,19,61,89,97,4,21,32
2490269117,57,11,18,9,93,101,74,82,104,97
2490268863,2,57,109,106,21,4,8,1,97,14
2490268857,29,99,74,97,26,60,65,19,52,44
2490268815,23,36,97,8,18,21,99,19,40,106
2490268774,64,7,50,39,34,53,1,104,68,97
2490268637,12,71,11,104,70,101,44,29,97,67
2490268607,74,46,104,21,8,17,97,35,32,28
2490268568,97,22,101,4,14,19,30,32,58,41
2490268546,8,93,5,68,23,39,6,14,94,97
2490268415,1,104,97,33,30,74,4,44,57,16
2490268334,21,74,91,81,62,111,97,56,14,9
2490268064,65,7,35,61,97,63,8,39,36,109
2490267886,97,55,93,3,53,57,18,62,22,2
2490267807,97,11,8,31,14,33,17,93,86,29
2490267710,26,14,3,97,18,7,56,11,104,43
2490267518,10,59,97,6,74,21,18,44,2,35
2490396705,53,38,65,87,21,49,29,106,79,94
2490390978,78,51,22,61,94,7,42,110,33,49
2490384044,13,61,33,20,40,94,53,65,29,66
2490373982,94,55,16,5,53,20,73,51,1,14
2490364046,85,99,104,2,38,112,110,15,91,94
2490362447,1,112,94,57,83,81,53,59,30,6
2490355417,26,94,28,54,10,88,3,35,41,19
2490353785,86,39,31,78,113,63,42,94,1,55
2490353392,6,29,71,50,94,84,100,8,42,35
2490352520,94,99,47,57,33,35,73,104,71,29
2490352000,98,32,94,23,93,54,38,41,17,62
2490349979,14,60,76,33,94,101,80,71,44,31
2490348052,7,99,72,73,39,104,94,90,48,16
2490347404,57,26,32,44,94,1,7,59,65,86
2490346231,5,9,84,18,46,13,31,2,94,86
2490344928,6,93,94,2,98,73,57,71,27,1
2490344806,74,53,54,94,86,33,22,89,61,63
2490344063,74,96,8,18,97,19,2,94,14,30
2490343451,20,74,21,6,94,9,8,26,35,104
2490341547,26,77,61,88,62,9,28,94,104,98
2490341270,29,23,104,94,30,90,32,97,44,34
2490340443,5,84,52,94,19,60,44,74,6,14
2490339498,54,94,33,18,14,104,100,12,73,11
2490339175,21,103,92,77,75,94,99,97,90,11
2490339025,104,20,3,106,96,94,1,37,22,81
2490338927,5,44,22,94,21,74,54,38,19,68
2490338723,94,49,70,110,20,22,8,12,2,7
2490338543,54,86,109,94,81,62,87,43,16,6
2490338097,94,73,42,51,14,30,9,112,93,44
2490337986,28,94,30,93,48,8,42,32,11,5
2490337704,29,1,71,21,34,19,15,91,54,94
2490337681,29,103,90,98,54,94,55,17,6,14
2490337493,94,27,53,73,110,45,12,101,109,56
2490337134,94,93,80,44,89,4,88,99,26,1
2490336691,1,14,9,93,19,94,8,30,36,85
2490336640,21,4,94,40,6,91,45,56,107,17
2490336200,50,104,29,90,94,18,7,44,62,98
2490336146,35,17,4,56,94,46,32,61,70,50
2490336078,96,19,87,71,94,9,49,82,5,85
2490336073,94,83,74,57,18,28,52,93,67,99
2490335962,93,71,104,22,97,76,48,94,57,25
2490335929,21,16,94,63,45,39,17,50,95,59
2490330318,109,73,79,99,32,94,65,111,55,105
2490326394,23,13,70,91,49,71,36,94,95,99
2490324865,18,99,64,10,29,85,81,94,9,56
2490324544,4,17,83,81,101,104,64,94,82,18
2490321491,102,94,73,50,15,84,29,71,104,35
2490321245,94,112,41,93,98,32,74,20,100,18
2490320997,42,16,74,20,36,1,44,32,57,94
2490319718,8,47,63,23,21,34,94,59,37,6
2490319413,60,94,20,23,62,52,73,22,10,103
2490319032,41,59,6,74,44,8,46,94,7,35
2490317761,9,104,67,30,93,8,7,66,36,94
2490317695,6,72,8,99,73,17,93,19,55,94
2490317154,4,6,112,52,36,44,73,94,41,54
2490317084,7,11,104,87,94,106,96,9,42,28
2490315047,41,14,94,9,101,98,104,35,26,62
2490314920,19,56,47,32,104,85,94,22,99,110
2490314295,8,14,2,30,94,81,22,54,44,17
2490314101,44,84,93,56,103,112,28,55,94,73
2490313721,1,87,95,47,57,82,94,109,8,19
2490313708,62,98,53,54,94,8,86,7,93,74
2490312539,112,94,98,11,30,19,10,49,20,103
2490312506,29,18,57,75,17,84,32,94,74,107
2490312306,22,46,9,4,14,69,42,93,57,94
2490312113,27,47,48,74,62,94,93,72,84,23
2490312100,62,59,47,57,94,106,23,89,14,88
2490311131,14,70,35,104,106,94,5,44,21,1
2490310401,94,62,70,2,10,56,32,46,98,8
2490310251,99,85,94,87,96,70,61,41,35,21
2490309996,2,110,35,71,94,73,41,67,53,57
2490309361,44,18,29,104,62,34,94,1,110,19
2490309348,56,89,104,106,7,94,62,73,36,102
2490308646,74,112,67,12,16,8,51,42,94,39
2490307934,44,74,84,94,51,11,25,104,48,27
2490307280,18,42,94,35,9,8,21,14,47,104
2490307000,13,94,32,47,14,44,2,48,73,104
2490306717,21,74,8,2,4,94,59,62,35,44
2490306451,36,17,8,103,22,14,105,94,41,39
2490306313,76,99,36,1,64,4,56,22,113,94
2490305902,75,41,57,93,94,9,1,18,7,73
2490305755,107,94,36,18,74,32,17,19,54,44
2490305407,36,104,18,14,9,94,86,45,88,28
2490305295,21,8,1,98,28,4,73,94,42,57
2490304344,35,53,40,47,12,9,98,94,88,30
2490304333,34,47,70,84,31,113,53,99,94,27
2490304178,9,5,2,64,94,98,106,30,44,105
2490304167,29,93,70,94,106,14,40,95,109,105
2490304033,35,1,9,8,74,4,70,84,94,33
2490303903,57,93,16,20,94,14,98,109,63,62
2490303701,14,94,30,98,8,11,42,70,32,7
2490303282,94,6,42,1,5,26,8,44,74,32
2490303176,68,94,32,16,74,54,26,57,10,28
2490303105,28,94,104,44,14,8,109,2,88,75
2490302066,35,44,32,36,12,1,106,94,4,72
2490301845,99,32,86,94,14,34,54,112,100,63
2490301577,40,28,102,23,30,60,94,29,99,78
2490301316,44,17,93,102,28,94,57,56,7,42
2490300601,28,94,14,30,8,11,26,23,104,19
2490300599,7,6,94,20,42,86,98,74,11,18
2490299960,57,73,94,91,44,32,4,109,29,68
2490299762,14,60,93,9,53,109,83,106,94,84
2490299405,16,20,2,75,94,5,1,33,90,104
2490299113,14,43,94,59,27,35,32,44,110,99
2490298863,79,21,93,32,75,41,90,94,6,42
2490298527,17,93,36,98,67,94,22,1,52,90
2490298441,59,45,35,12,4,10,94,42,44,7
2490298437,54,40,14,73,21,88,26,94,59,98
2490297990,84,14,9,69,63,65,94,43,42,19
2490297586,2,54,19,64,36,94,16,85,72,62
2490297426,44,56,98,19,104,36,15,76,28,94
2490297401,28,2,86,101,6,94,37,41,70,90
2490297342,74,59,29,94,8,18,17,35,50,95
2490297303,74,109,14,21,67,34,94,68,99,32
2490297281,6,28,94,32,9,93,84,74,56,14
2490296984,53,44,70,1,94,113,102,54,62,21
2490296610,94,88,26,23,14,11,30,42,8,62
2490296450,94,93,8,19,26,112,69,35,30,1
2490296260,79,72,56,42,75,94,54,45,41,61
2490296144,36,17,75,90,18,2,9,69,94,43
2490295762,14,94,5,18,21,74,6,26,98,48
2490295744,11,8,94,93,5,46,104,44,35,58
2490295132,74,87,44,94,42,14,8,32,11,68
2490295089,8,113,11,18,37,54,94,62,85,4
2490294975,40,42,45,96,94,1,56,16,67,36
2490294705,62,8,92,42,7,20,67,14,9,94
2490294644,32,50,103,1,74,10,46,94,51,25
2490294537,2,22,63,7,94,37,57,14,16,40
2490294468,73,51,21,110,50,6,94,47,99,71
2490294464,48,35,7,56,96,41,18,63,94,12
2490294261,1,25,104,16,44,111,13,94,93,60
2490293836,102,51,42,22,64,94,7,9,96,49
2490293828,47,52,94,4,28,100,99,71,6,18
2490293683,23,98,12,43,86,36,55,94,51,93
2490293629,42,2,27,5,94,30,8,16,21,96
2490293533,35,2,42,26,8,104,9,56,94,53
2490293300,94,71,25,64,22,20,6,9,104,98
2490292545,81,94,99,6,106,36,32,8,42,30
2490292513,53,34,98,72,105,106,94,78,29,6
2490292417,50,43,95,67,110,13,101,7,18,94
2490292266,96,93,52,12,70,29,89,62,43,94
2490291961,34,22,94,19,27,28,72,14,18,7
2490291952,98,104,22,94,29,44,63,69,81,43
2490291928,98,9,44,93,5,112,94,105,47,14
2490291922,36,42,2,103,94,11,5,29,71,1
2490291846,41,93,30,46,29,88,9,53,18,94
2490291741,94,78,32,88,104,62,23,28,1,50
2490291435,106,94,82,33,78,41,35,1,90,28
2490291134,102,93,54,94,35,8,1,6,5,18
2490291046,3,41,54,94,16,42,19,13,23,30
2490290751,73,82,56,34,8,104,94,64,2,6
2490290689,100,44,62,94,107,102,93,69,26,42
2490290332,94,89,73,100,102,25,22,74,65,27
2490289798,88,106,8,14,98,104,94,73,9,2
2490289548,8,54,94,112,70,41,99,15,11,21
2490289433,14,53,36,88,104,62,112,94,17,9
2490289166,9,37,69,42,26,93,94,98,88,60
2490289083,17,23,44,14,94,54,53,93,82,21
2490288976,61,4,59,18,94,65,68,74,37,105
2490288938,88,21,94,14,11,104,20,76,8,106
2490288859,94,23,13,43,16,1,74,109,28,110
2490288634,4,93,8,21,84,94,75,28,62,22
2490288395,9,98,36,94,104,62,71,17,28,18
2490288345,94,21,85,67,53,44,104,26,63,34
2490288301,60,34,46,94,52,4,41,59,2,48
2490288230,21,94,22,1,45,104,4,87,93,74
2490287787,8,81,102,28,11,29,32,21,43,94
2490287530,36,17,101,94,30,45,46,54,22,14
2490286885,9,54,74,21,2,44,103,94,101,58
2490286881,94,37,26,21,8,14,41,73,96,6
2490286542,26,71,39,54,94,21,74,102,105,12
2490286528,41,84,8,17,14,51,94,98,21,75
2490286220,41,31,4,35,74,88,39,94,10,52
2490286127,112,81,12,21,44,104,86,94,2,14
2490286022,17,107,93,103,40,48,23,32,34,94
2490286007,3,104,60,41,15,2,18,94,36,30
2490285946,16,96,94,83,52,31,32,78,17,61
2490285825,84,1,43,49,75,35,94,28,62,73
2490285769,35,10,93,90,94,1,6,50,56,59
2490285357,26,104,49,82,56,8,95,94,51,110
2490285268,22,104,87,9,11,94,8,28,32,51
2490285143,18,50,14,104,75,8,112,34,41,94
2490285116,44,94,57,74,64,93,21,103,40,109
2490285099,2,10,23,62,48,17,8,5,57,94
2490285030,20,56,12,14,53,2,44,64,113,94
2490284975,40,28,21,44,67,94,37,35,7,14
2490284908,9,22,88,94,32,2,104,35,5,95
2490284633,94,103,68,64,106,8,26,59,54,75
2490284586,40,25,14,75,1,39,32,57,94,27
2490284481,34,26,1,2,14,36,95,62,94,7
2490284470,65,93,94,60,31,26,46,18,102,35
2490284345,57,44,8,94,93,109,20,12,74,6
2490284244,70,99,23,102,11,63,94,103,44,98
2490284122,107,94,112,34,71,12,32,44,9,93
2490284059,75,62,93,29,2,9,94,99,68,104
2490284042,86,46,28,8,98,60,32,74,94,26
2490284026,14,44,112,107,18,19,94,104,8,63
2490283933,34,67,32,75,94,71,18,42,37,20
2490283887,35,5,71,94,46,103,40,93,63,4
2490283777,11,29,27,62,94,32,46,67,16,5
2490283670,14,30,21,32,16,20,75,29,36,94
2490283539,22,2,49,5,94,75,84,15,9,95
2490283347,50,38,54,94,44,12,8,26,73,32
2490283281,44,55,76,49,102,73,30,6,94,18
2490283198,67,32,39,36,99,54,83,74,94,9
2490282648,94,15,54,41,96,109,46,93,92,28
2490282392,8,28,98,7,73,30,74,94,2,75
2490282383,94,98,36,29,43,8,40,53,93,35
2490282139,27,29,35,14,4,94,11,7,96,42
2490282066,98,94,25,44,30,57,33,31,93,74
2490281949,43,36,71,16,94,28,31,98,93,74
2490281916,31,74,9,2,94,17,36,49,30,88
2490281804,20,59,62,42,94,30,13,35,5,96
2490281661,6,2,41,74,40,44,73,14,94,53
2490281498,36,17,2,94,32,98,54,62,75,14
2490281461,60,1,10,26,62,94,47,18,32,2
2490281358,13,32,94,98,112,74,30,49,47,52
2490281097,74,80,28,44,68,73,94,8,69,57
2490281092,8,99,91,104,94,35,9,85,71,57
2490280954,64,104,94,72,37,57,7,44,101,35
2490280936,25,1,36,19,32,87,94,4,69,6
2490280876,87,56,7,18,74,75,98,25,44,94
2490280820,96,94,81,27,78,42,26,2,25,31
2490280813,93,100,63,43,94,10,68,28,35,17
2490280609,63,89,94,87,99,103,57,47,42,104
2490280556,86,59,1,28,65,75,16,51,94,34
2490280481,11,29,6,91,44,74,14,94,84,111
2490280476,87,37,58,94,69,39,76,113,40,78
2490280387,47,28,82,104,17,53,6,44,1,94
2490280369,18,67,70,94,71,93,48,20,104,21
2490280328,57,42,94,16,99,12,6,85,104,92
2490280203,38,42,20,4,94,99,12,18,17,35
2490280192,40,20,1,67,74,29,33,104,14,94
2490279828,27,16,14,44,9,13,69,94,29,87
2490279684,84,99,105,94,25,29,81,10,36,64
2490279556,98,42,22,103,99,39,58,52,94,15
2490279482,74,75,26,94,71,32,104,69,42,93
2490279317,40,14,57,19,94,106,101,12,5,53
2490279135,9,102,94,93,19,45,98,29,99,71
2490279131,44,32,57,28,8,94,6,62,23,14
2490279110,48,25,52,42,94,1,18,14,28,90
2490279081,12,86,94,6,26,7,4,73,16,30
2490279072,35,2,76,75,103,86,32,1,62,94
2490279063,44,35,42,18,6,13,27,8,15,94
2490278973,16,73,45,8,35,94,72,28,44,98
2490278963,28,8,30,74,103,93,94,19,14,27
2490278862,64,44,94,93,86,98,14,48,9,90
2490278805,23,62,94,5,98,18,56,43,111,53
2490278582,51,21,1,29,103,26,35,22,94,93
2490278581,45,74,44,14,96,94,86,8,98,25
2490278483,74,52,32,42,21,94,7,100,35,5
2490278478,14,94,96,15,5,59,39,81,23,21
2490424870,109,6,2,36,55,82,10,28,56,62
2490415815,48,15,92,107,8,58,105,68,82,66
2490408145,38,55,82,95,113,88,111,66,112,10
2490407655,95,8,18,43,111,53,35,82,101,105
2490401535,40,65,45,79,110,21,105,82,90,34
2490393979,89,6,113,90,98,82,111,32,61,54
2490391142,104,70,54,21,82,105,90,111,91,101
2490374144,82,27,85,53,107,6,21,77,58,20
2490368779,32,1,74,93,109,82,66,6,54,71
2490366185,19,95,10,11,52,90,82,22,32,68
2490363940,49,82,2,102,32,29,101,111,87,79
2490358943,7,112,11,5,44,29,18,8,82,104
2490358675,82,104,21,95,25,72,93,64,44,57
2490358203,8,71,20,5,31,105,82,54,17,16
2490357529,50,98,73,25,59,82,101,93,14,67
2490357280,1,22,59,95,82,30,104,98,93,56
2490354965,53,63,58,44,26,106,6,9,19,82
2490354637,42,11,103,47,70,34,97,6,82,54
2490353706,5,74,82,27,19,68,10,14,25,93
2490351969,85,62,45,72,82,11,66,8,104,53
2490350025,106,101,83,32,4,82,97,8,1,7
2490349793,32,63,36,58,98,104,4,82,101,11
2490349244,41,53,8,106,82,59,81,104,94,73
2490348557,82,80,74,16,14,35,6,104,87,65
2490348221,29,31,9,61,18,82,93,90,14,81
2490347325,50,25,71,79,56,26,107,55,82,30
2490345983,36,21,98,53,26,82,41,16,14,1
2490345789,102,61,82,64,45,22,41,11,70,109
2490345441,104,87,18,17,44,7,82,32,81,74
2490345034,88,33,1,112,45,91,82,29,98,66
2490344549,69,47,68,99,57,17,86,82,14,11
2490344273,27,60,14,82,81,70,79,19,17,1
2490343619,25,86,4,14,99,82,62,28,10,41
2490342597,54,19,2,68,104,5,35,82,7,61
2490342393,35,28,82,50,68,7,102,8,9,6
2490340589,82,46,23,42,59,29,36,104,18,101
2490340530,104,3,98,61,82,44,11,20,84,17
2490340527,81,7,35,9,74,66,82,106,2,89
2490340201,102,13,82,4,42,17,59,77,11,21
2490340112,82,76,103,2,18,54,14,1,3,5
2490339812,53,9,88,85,76,74,106,82,12,41
2490338817,26,62,57,42,14,74,82,34,21,93
2490338690,44,28,98,21,35,83,93,82,57,6
2490337136,53,25,20,42,11,28,7,82,113,62
2490337009,78,33,56,82,60,53,6,32,110,31
2490336239,54,2,23,93,82,81,75,20,77,98
2490336082,93,62,54,71,8,82,6,47,42,32
2490335988,45,82,70,89,31,32,87,90,61,65
2490335457,52,9,28,11,2,100,92,82,98,93
2490335356,98,88,18,78,20,27,41,111,31,82
2490335147,2,32,57,59,70,71,5,21,13,82
2490335032,42,26,50,109,93,21,25,104,82,19
2490334282,74,6,21,49,105,60,35,7,82,18
2490334093,52,17,1,57,71,109,91,113,82,104
2490333706,36,22,95,8,62,82,18,23,74,68
2490333639,82,40,67,2,46,36,42,34,29,94
2490333294,82,83,53,36,98,96,104,17,32,71
2490333068,55,106,85,2,48,104,63,82,93,107
2490332751,44,72,62,8,73,82,35,85,106,74
2490332283,82,90,27,20,61,74,89,19,28,44
2490330653,41,6,62,73,64,89,82,51,44,77
2490330521,54,42,18,3,2,105,94,7,13,82
2490330429,94,73,62,36,41,60,82,50,38,70
2490330301,34,56,8,9,14,32,62,82,47,73
2490330278,10,82,5,104,17,59,73,39,7,36
2490330102,82,12,54,9,39,13,8,105,29,104
2490329444,106,41,37,48,2,82,26,21,109,29
2490329285,18,44,38,49,35,26,2,56,14,82
2490328172,14,80,2,82,62,1,85,75,18,57
